,sentence,#aspect terms,aspect_terms,at_polarity
2685,"हमने figure किया कि हमारे पास पहले कभी Argentinian Pizza नहीं था, इसलिए हमने वहां अपना lunch grab किया, एक large Pelligrino को share करते हुए, उनके two  specials में से एक pizza, एक goat cheese दूसरे blue cheese, और दोनों ही excellent थे।",6,"['Argentinian Pizza', 'lunch', 'Pelligrino', 'pizza', 'goat cheese', 'blue cheese']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'positive']"
2686,Heartland Brewery आपके day को start या finish करने का एक शानदार तरीका है।,0,[],[]
2687,Kamasutra और bombay cosmopolitan शानदार है और आपको कुछ ही time में यह tipsy कर देंगे।,2,"['Kamasutra', 'bombay cosmopolitan']","['positive', 'positive']"
2688,Williamsburg couples के लिए यह एक perfect date spot है।,1,['date spot'],['positive']
2689,Dim sum यहाँ केवल so-so है।,1,['Dim sum'],['neutral']
2690,"Rain हो रही थी, और हम figure किया कि क्यों नहीं।",0,[],[]
2691,"$6 और बहुत tasty food है, यह सब fresh और लगातार refill किया हुआ है।",1,['food'],['positive']
2692,"बस straight up सस्ता, अच्छा food।",1,['food'],['positive']
2693,Neighborhood में addition करते हुए दूसरा welcome.,0,[],[]
2694,Seating ठीक है हालाकि कबी-कबी बहुत से people होते हैं।,1,['Seating'],['neutral']
2695,"इस time, मैं detail में जाना prefer नहीं करूंगा।",0,[],[]
2696,"जबकि botle of wine के एक relatively inexpensive के साथ, यदि आप $70.00 को inexpensive मानते हो, तो roof से लगता cost average fare कि cost से अधिक है।",2,"['cost', 'botle of wine']","['negative', 'conflict']"
2697,"Service धीमा था, लेकिन people friendly थे।",2,"['Service', 'people']","['negative', 'positive']"
2698,Fresh उबाला है इसलिए आपके table पर hot hot hot लाया हूँ।,0,[],[]
2699,Steak बहुत fatty और sauce बहुत overpowering और बहुत tasty नहीं था।,2,"['Steak', 'sauce']","['negative', 'negative']"
2700,मेरी केवल एक problem है कि आप literally अपने बगल के people ऊपर बैठे हो।,0,[],[]
2701,और affordable है।,0,[],[]
2702,"Staff आपको home जैसा feel कराते हैं, food शानदार है और atmosphere कमाल का है।",3,"['Staff', 'food', 'atmosphere']","['positive', 'positive', 'positive']"
2703,मुझे actually feel होता है कि मुझे इसे secret रखना चाहिए।,0,[],[]
2704,Food ठीक है - कुछ stuff अच्छे हैं - कुछ नहीं हैं (steak dish के जैसे है जो dry हो जाते हैं)।,2,"['Food', 'steak dish']","['conflict', 'negative']"
2705,"ना केवल मैं Jimmy's restaurants को friends को recommend नहीं करूंगा, मैं strongly suggest करूंगा कि वो कहीं भी जाएँ लेकिन।",0,[],[]
2706,उनके पास बहुत diverse menu है इसलिए यह सभी के लिए कुछ न कुछ है।,1,['menu'],['positive']
2707,Park में Haru S बस बेकार है।,0,[],[]
2708,Staff sushi को dinner के लिए order करने और फिर उसे bar में खाने के लिए रखने में busy थे यहाँ तक कि मुझे मेरा check भी लाने के लिए।,5,"['Staff', 'sushi', 'check', 'dinner', 'bar']","['negative', 'neutral', 'neutral', 'neutral', 'neutral']"
2709,"एक लंबे time तक Mamoun's का patron होने के नाते, मैंने figure किया है कि मैंने इसे इस city में हमेशा best late night food spot की तरह find किया है।",1,['food spot'],['positive']
2710,मैं यहाँ Scores में weekend के बाद तुम्हारे uncle से ज्यादा dollar bills drop करता हूँ।,0,[],[]
2711,Bagel बहुत बड़ा था।,1,['Bagel'],['neutral']
2712,Relax करने के लिए वहाँ जाएं और feel करें कि आप कहीं और हैं।,0,[],[]
2713,Gari का tuna लें।,1,['tuna'],['positive']
2714,"मुझे somosas, chai, और chole पसंद है, लेकिन dhosas और dhal एक तरह से disappointing थे।",5,"['somosas', 'chai', 'chole', 'dhosas', 'dhal']","['positive', 'positive', 'positive', 'negative', 'negative']"
2715,यह बहुत nice surprise है।,0,[],[]
2716,Edible लेकिन really उस area में दिये गए उन prices के जैसा हो।,1,['prices'],['negative']
2717,"Staff nice रहे हैं, लेकिन वे वाकई में stressed लग रहे थे और unisex bathroom को अधिक बार clean करने की need है।",2,"['Staff', 'bathroom']","['conflict', 'negative']"
2718,मैं French हूँ और मुझे really home जैसा लगा।,0,[],[]
2719,मैं Kashmir 5 times से ज्यादा जा चुका हूँ और मैंने हमेशा वहाँ great time spend किया हूँ।,0,[],[]
2720,Service ही केवल इस restaurant के बारे में अच्छी बात है।,1,['Service'],['positive']
2721,"यह अधिकतर good reason,esp से pack किया गया है।",0,[],[]
2722,Service friendly और attentive है।,1,['Service'],['positive']
2723,I love going there!,0,[],[]
2724,अगर मैंने try किया तो मैं OG को और अधिक recommened नहीं कर सकता - इसे खुद से देखें।,0,[],[]
2725,"यह वह first place था जिसे हमने New York की अपनी first trip पर खाया था, और जब हम New York की अपनी next trip पर town से बाहर निकलते हैं तो यह last place होगी।",0,[],[]
2726,Service बहुत prompt थी लेकिन थोड़ी rushed थी।,1,['Service'],['conflict']
2727,"शानदार food, शानदार decor, शानदार service।",3,"['food', 'decor', 'service']","['positive', 'positive', 'positive']"
2728,"और, जबकि tables हमारे बगल में खुले हुए हैं और हमने थोड़े larger space के लिए पूछा, उन्होने हमें awkardly बैठा हुआ छोड़ा।",2,"['tables', 'space']","['neutral', 'neutral']"
2729,"Palak paneer standard था, और मैं malai kofta का fan नहीं था।",2,"['Palak paneer', 'malai kofta']","['neutral', 'neutral']"
2730,मैंने Alain Ducasse के Monte Carlo restaurant में उसी excellent dining experiance को आधे price में dine किया है।,2,"['dining', 'price']","['positive', 'positive']"
2731,"हाँ, कभी-कभी service slow हो सकती है।",1,['service'],['negative']
2732,कोई ambiance नहीं था।,1,['ambiance'],['negative']
2733,"अपना money बचाओ और calories waste मत करो, उसके बजाय Washington Street के Margharita's में जाओ, उनका food शानदार और service कमाल की है।",2,"['food', 'service']","['positive', 'positive']"
2734,Service बिना overbearing हुए attentive थी और हर dish जो हमने कोशिश की वो spring rolls के cod with pineapple tempura के साथ शानदार थी।,4,"['Service', 'dish', 'spring rolls', 'cod with pineapple tempura']","['positive', 'positive', 'positive', 'positive']"
2735,लेकिन मेरा trust कीजिये यह इसके बहुत लायक है।,0,[],[]
2736,यह place tourists या किसी और के लिए नहीं है जिसने कभी Bay Ridge में dine नहीं किया है।,0,[],[]
2737,सही sopt है।,0,[],[]
2738,"केवल एक weird चीज यह थी कि जब हमने एक bottle लिया, waitress ने उसे simply glass price X4 से multiply किया, जिसका कोई sense नहीं बनता है।",3,"['bottle', 'waitress', 'price']","['neutral', 'negative', 'negative']"
2739,"वे special sushi, सभी topping, sauce और इत्यादि के साथ sell करते हैं।",3,"['sushi', 'sauce', 'topping']","['positive', 'positive', 'positive']"
2740,तब तक try मत करो जबतक तुम वहाँ बाँकी सभी hipsters की तरह hang out नहीं करते जिनका कोई sense of taste दिखायी नहीं पड़ता है।,1,['taste'],['negative']
2741,वे दुबारा कभी भी अपना glasses refill करने के लिए फिर नहीं आए।,0,[],[]
2742,"Place small और intimate है और आप सायद थोड़ा crowded feel कर सकते हैं, लेकिन service excellent है और friends के साथ एक romantic date या एक special occassion पर जाने के लिए शानदार है।",2,"['service', 'Place']","['positive', 'negative']"
2743,Service शानदार थी और food स्वादिष्ट थे।,2,"['Service', 'food']","['positive', 'positive']"
2744,Service भी बहुत अच्छी थी।,1,['Service'],['positive']
2745,"मैं अपनी girlfriend को उसके birthday के लिए last night वहाँ ले गया और हमने relax किया, और वास्तव में meal अच्छा था।",1,['meal'],['positive']
2746,"मैं इस portions के साथ बहुत disappointed नहीं हुंगा यदि उसेको make up करने के लिए qualities बहुत good enough नहीं होगी, लेकिन वो नहीं था।",2,"['portions', 'qualities']","['negative', 'negative']"
2747,"वे times पर rude होते हैं, और बहुत friendly नहीं हैं।",0,[],[]
2748,मैं neighborhood में Nosh पाकर बहुत खुश हूँ और food बहुत comforting है।,1,['food'],['positive']
2749,"अच्छा atmosphere है, सभी combinations के hottest music dress code केवल friday को छोड़कर strict हैं। ",3,"['atmosphere', 'music', 'dress cod']","['positive', 'positive', 'negative']"
2750,"वे kindly देखने के लिए ज्यादा लाते हैं यदि यह अच्छा था, लेकिन यह नहीं था!",0,[],[]
2751,Food पसंद है।,1,['Food'],['positive']
2752,मैं किसी को भी Nina's highly recommend करता हूँ जो एक heart warming surrounding में candles और family pictures के साथ एक romantic dinner करना चाहता है।,4,"['candles', 'dinner', 'surrounding', 'pictures']","['positive', 'positive', 'positive', 'positive']"
2753,सभी desserts के group ने favorable reviews पाने की कोशिश की।,1,['desserts'],['positive']
2754,यहाँ ऊपर के sipping sake के east side style में कुछ smooth है।,1,['sake'],['positive']
2755,यह relax और conversation के लिए एक अच्छा place है।,1,['place'],['positive']
2756,यह place new york area में सबसे अच्छा japanese retaurant होना चाहिए।,0,[],[]
2757,अब तक का best Reuben sandwich!,1,['Reuben sandwich'],['positive']
2758,Lucky Strike एक bite grab करने के लिए एक शानदार casual place है।,1,['place'],['positive']
2759,शानदार strawberry daiquiries भी है।,1,['strawberry daiquiries'],['positive']
2760,"Volare जाना अपनी favorite aunt के house dinner के लिए जाने जैसा है, यह मानते हुए कि आपकी aunt एक great italian cook हैं।",1,['dinner'],['neutral']
2761,"Sushi average से below average आ गयी है, wait service हमेशा से sub-par और atmosphere nice से really irritating होती जा रही है (यदि तुम kitchen को छोड़कर area में बैठोगे, तो acousitcs horrid दिखेगा, सभी चीजों का echoes बहुत ज्यादा loud है)।",4,"['Sushi', 'wait service', 'atmosphere', 'area']","['negative', 'negative', 'conflict', 'negative']"
2762,मैं इसे love करता था और फिर से जाऊंगा।,0,[],[]
2763,Frites अगर थोड़े मोटे हों तो स्वादिष्ट होते हैं।,1,['Frites'],['positive']
2764,SO SO SO SO SO good!,0,[],[]
2765,"केवल 100 bucks के लिए, यह really overpriced है।",0,[],[]
2766,"Queens में hundreds Italian restaurants में से, यह सबसे अच्छे में से एक है।",0,[],[]
2767,बहुत अच्छी value है.,0,[],[]
2768,यहाँ आप rigid feel किए बिना zen feel करते हैं।,1,['zen feel'],['positive']
2769,मैं recommend करूंगा कि आपका name down करें और फिर local bar में पहले एक drink लेकर wait time के कारण सोचा।,3,"['drink', 'bar', 'wait time']","['neutral', 'neutral', 'negative']"
2770,मैं egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork के love में पड़ गया।,1,['egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork'],['positive']
2771,मैंने पूरे sabway ride के दौरान सोचते हुए अपना finger crossed रखा कि एक table होगा जहां मैं खुद से बैठूँगा और वहाँ rice congee soup people के साथ share नहीं करना होगा।,2,"['table', 'rice congee soup']","['neutral', 'neutral']"
2772,कुल मिलाकर town में एक best bagel है।,1,['bagel'],['positive']
2773,एक NY pizza joint में सबकुछ होना चाहिए।,0,[],[]
2774,"यह huge था, delicious, fresh और हमारे return होने का reason होगा।",0,[],[]
2775,We go often.,0,[],[]
2776,हल्के ताज़े summer rolls (बिना fried) मुझे Paris में Vietnamese places की याद दिलाता है।,1,['summer rolls'],['positive']
2777,Sushi काफी ताज़ी और adequately proportioned दिखती थी।,1,['Sushi'],['positive']
2778,moral stay away.,0,[],[]
2779,लेकिन service थोड़ी slow थी।,1,['service'],['negative']
2780,Spreads और toppings शानदार हैं - हालाकि थोड़े priecy हैं।,2,"['Spreads', 'toppings']","['positive', 'positive']"
2781,"जब मैंने देखा कि उनके website का link da Ciro से Napoli का है, मैं जान गया कि वहाँ का pizza अच्छा होने वाला था।",1,['pizza'],['positive']
2782,किसी ने नहीं पूछा कि क्या wrong था क्योंकि हमने अपने plates में बिना कुछ छूए छोड़ दिया।,1,['plates'],['neutral']
2783,Indoor बहुत आरामदायक और cute था।,1,['Indoor'],['positive']
2784,हमारे पास 3 hours का brunch था - वे बिलकुल भी आपसे जल्दी नहीं करते- और वो unlimited mimosas flowing को पूरे time तक चलाते हैं।,2,"['brunch', 'mimosas']","['positive', 'positive']"
2785,और उनके prices बहुत high हैं - वे actually सोचते हैं कि वे इस तरह के terrible food और service के लिए इस तरह के prices charg कर सकते हैं!,4,"['prices', 'prices', 'food', 'service']","['negative', 'negative', 'negative', 'negative']"
2786,वे terrific हैं!!,0,[],[]
2787,"Service शानदार थी, food शानदार था, लेकिन सारा experiance बहुत cool था।",2,"['Service', 'food']","['positive', 'positive']"
2788,Service अच्छा है और resturant साफ है।,1,['Service'],['positive']
2789,"शानदार spot, भले ही कुछ drinks या quiet dinner की तलाश हो।",3,"['drinks', 'dinner', 'spot']","['positive', 'positive', 'positive']"
2790,बस small dishes के साथ stick रहो,1,['dishes'],['negative']
2791,"Cafe खुद ही comfortable outdoor chairs और tables के साथ बहुत अच्छा था, लेकिन service और भी better हो सकती थी।",4,"['Cafe', 'outdoor chairs', 'tables', 'service']","['positive', 'positive', 'positive', 'negative']"
2792,"मैं 10 years से जा रहा हूं, slow staff के साथ मुझे शायद ही कभी कोई problem हुई हो। ",1,['staff'],['positive']
2793,Food शानदार है।,1,['Food'],['positive']
2794,यह place wall में एक literal hole है जोकि Doyers Chinatown में Pell St (barber's alley) के अंदर दफन है।,0,[],[]
2795,They outshine HH.,0,[],[]
2796,हालांकि हम रोज़ की तरह lettuce ढूंढ रहे थे और हमे कुछ walnuts salads मिला जो शानदार था।,3,"['salads', 'lettuce', 'walnuts']","['positive', 'neutral', 'neutral']"
2797,शानदार lunch buffet के लिए केवल $6.95.,1,['lunch buffet'],['positive']
2798,हम sorry थे कि हमने उन्हें अपने list से हटा दिया क्योंकि हमने past में place को enjoy किया था और इसे recommened किया था।,0,[],[]
2799,"यदि आप cuisine से familiar नहीं हैं, तो आपको यहाँ order करने में problems हो सकती हैं और अपने साथ बहुत सा cash लेकर चलिये क्योंकि यहाँ वो credit cards accept नहीं करते हैं।",1,['cuisine'],['negative']
2800,"दोनों बहुत ही (लगभग dinner के लिए $8 और lunch के लिए $5) reasonably priced, और delicious और filling हैं।",3,"['priced', 'dinner', 'lunch']","['positive', 'positive', 'positive']"
2801,Prune में problem कुछ नहीं बस याद रखने के लिए है,0,[],[]
2802,"Ambience बहुत cute और quaint है, business के लिए अच्छा है हालाकि हम वहाँ vacation पर थे।",1,['Ambience'],['positive']
2803,"Portion sizes जो यहाँ हैं huge हैं, और sushi अच्छी है।",2,"['Portion sizes', 'sushi']","['positive', 'positive']"
2804,बस wish है वे expand करेंगे।,0,[],[]
2805,मेरे boyfriend ने tuna खाया और यह बढ़िया से cooked था।,1,['tuna'],['positive']
2806,"यह pad thai और tom yum soup के लिए expected menu नहीं था, लेकिन मैंने सोचा कि place को इतना special किसने बनाया।",3,"['menu', 'pad thai', 'tom yum soup']","['neutral', 'neutral', 'neutral']"
2807,Restaurant में अच्छा food है (लेकिन अगर आप अपनी date को impress करना चाहते हैं तो थोड़ा expensive है)।,1,['food'],['positive']
2808,मैं Caviar Russe को किसी को भी highly recommend करता हूँ जो स्वादिष्ट top grade caviar और शानदार service चाहता हो।,2,"['Caviar', 'service']","['positive', 'positive']"
2809,आप इसे cheap नहीं कह सकते हैं  क्योंकि Chinatown में food cheaper है।,1,['food'],['conflict']
2810,मैंने वहां 3-4 times खाया है और food हमेशा अच्छा रहा है।,1,['food'],['positive']
2811,Good work करते रहो।,0,[],[]
2812,"मैं thirty minutes के लिए online wait करने से thrilled नहीं था, लेकिन मैं guess करता हूं कि यही वो price है जो आप popular place के लिए pay करते हैं।",1,['wait'],['negative']
2813,"शानदार eats, अच्छा times।",1,['eats'],['positive']
2814,Sure करें कि आप इस place को जितनी बार कर सकते हैं try करेंगे।,0,[],[]
2815,"पूरी grilled fish लाजववाब है, spicing शानदार है.",1,['fish'],['positive']
2816,"Years तक, मैंने सोचा कि Tuscan cuisine सबसे अच्छा था, लेकिन Salvatore ने मुझे मेरी first trip पर hearty Neapolitan fare में change कर दिया। ",2,"['Tuscan cuisine', 'Neapolitan fare']","['conflict', 'positive']"
2817,"साथ ही, जब हमारी entries busy saturday night को kitchen में रुकी थी, तो owner ने हमे hold करने के लिए complimentary summer rolls भेजा था।",3,"['entries', 'summer rolls', 'owner']","['negative', 'positive', 'positive']"
2818,Service भी great थी।,1,['Service'],['positive']
2819,Lobster teriyaki और rose special roll try करें।,2,"['Lobster teriyaki', 'rose special roll']","['positive', 'positive']"
2820,एक और plus यह है कि अधिकांश entrees approx है।,1,['entrees'],['positive']
2821,मैं जल्द वापस Suan जाऊंगा।,0,[],[]
2822,Loved it!,0,[],[]
2823,"Food शानदार था, atmosphere आरामदायक था, और हमने हमारे Secret on Second के तहत Plate 347 को adopt कर लिया था।",2,"['Food', 'atmosphere']","['positive', 'positive']"
2824,हम pleasantly surprised थे।,0,[],[]
2825,जिस moment से हम अंदर आयें है place packed होने के बावजूद वो ज्यादा accomodating हो रहे थे।,1,['place'],['negative']
2826,"यह LOUD, HOT और DARK है।",0,[],[]
2827,"मैं जब भी वहाँ गया मुझे हमेशा food, service और value exceptional मिला।",3,"['food', 'service', 'value']","['positive', 'positive', 'positive']"
2828,हमने इस Thai place पर reviews को follow कर के खाया है लेकिन foods से बहुत unhappy थे।,1,['foods'],['negative']
2829,"Food वाकई अच्छा है, लेकिन मैं थोड़ा disappoint हो गया।",1,['Food'],['positive']
2830,"मैं 100 lb girl हूँ, dinner के पहले एक glass of wine और एक glass of beer ली थी, और मैं मेरे इस plate के visit के बाद भी भूखी थी!",3,"['glass of wine', 'glass of beer', 'dinner']","['neutral', 'neutral', 'neutral']"
2831,"Drinks एक saving grace है, लेकिन service staff, कृपया, अपने आप पर काबू पाएं।",2,"['Drinks', 'service staff']","['positive', 'negative']"
2832,यह wonderful था।,0,[],[]
2833,यदि आप order कर रहे हैं तो यह downside है -- Delivery guys का attitude MAJOR है।,1,['Delivery guys'],['negative']
2834,मैं इसे लिखने से पहले एक और chance दूँगा।,0,[],[]
2835,सभी Italian staff warm हैं और start से engage कर रहे हैं।,1,['staff'],['positive']
2836,Village उन places में से है जो सभी front पर score करता है।,0,[],[]
2837,इस caliber के food के लिए prices ख़ासकर reasonable हैं।,2,"['prices', 'food']","['positive', 'positive']"
2838,यदि आप यहाँ जाते हैं - तो आपका focus Tamarind Margaritas होना चाहिए।,1,['Tamarind Margaritas'],['positive']
2839,यह वहाँ best hidden spot है और मैंने इसके बारे मे सबको बता रखा है।,0,[],[]
2840,Filet mignon dish कमाल का था।,1,['Filet mignon dish'],['positive']
2841,मैं consistently अच्छे food और आसानी से getting a table के कारण regular रहता हूँ।,2,"['food', 'getting a table']","['positive', 'positive']"
2842,"Wait नहीं कर सकता हूं, मेरे next visit का wait कीजिये।",0,[],[]
2843,इस place पर अब तक के सबसे अधिक Japanese मिले हैं।,1,['place'],['positive']
2844,"Food अच्छा है, मैं झूठ नहीं बोल सकता हूं",1,['Food'],['positive']
2845,"बहुत शानदार food है, इसे खा सकते हैं एक से ज्यादा person खा सकते हैं।",1,['food'],['positive']
2846,"मैंने expect नहीं किया था कि मुझे Nosh उतना अच्छा लगेगा, लेकिन जो pastrami on challah sandwich मैंने खाया वो otherworldly था, soups Mom's जैसा है, और जो knishes अपने money के लिए एक Yonah Schimmel's का run देती हैं।",3,"['pastrami on challah sandwich', 'soups', 'knishes']","['positive', 'positive', 'positive']"
2847,"Atmosphere कुछ ज्यादा special नहीं है, लेकिन यह Tokyo में Sushi establishment की तरह feel होता है।",1,['Atmosphere'],['neutral']
2848,आरामदायक romantic atmosphere जो केवल अधिकतर 15 tables तक है।,2,"['atmosphere', 'tables']","['positive', 'positive']"
2849,मगर इस place पर केवल उनके beer के लिए जाना worth है।,1,['beer'],['positive']
2850,मुझे really दोनों scallops और mahi mahi (on saffron risotto -yum!) पसंद हैंं।,2,"['scallops', 'mahi mahi (on saffron risotto']","['positive', 'positive']"
2851,"Ambience बहुत मजेदार था, और prices शानदार था, सभी fact के बावजूद food बहुत tasty था।",3,"['Ambience', 'prices', 'food']","['positive', 'positive', 'positive']"
2852,"Go Go Hamburgers मत खाइये,  भले reviews चाहे जो भी कहे।",1,['Go Go Hamburgers'],['negative']
2853,Sandwhiches इस world से बाहर के हैं!,1,['Sandwhiches'],['positive']
2854,"यदि आप Upper Manhattan में रहते हैं, Siam Square place Thai food के लिए है।",1,['Thai food'],['positive']
2855,Decor खूबसूरत है।,1,['Decor'],['positive']
2856,Food बहुत अच्छे से prepared था।,1,['Food'],['positive']
2857,हालाकि अच्छी price के लिए वास्तव में स्वादिष्ट spring rolls और noodles हैं।,3,"['spring rolls', 'noodles', 'price']","['positive', 'positive', 'positive']"
2858,इस place से दूर रहो।,0,[],[]
2859,"अच्छा, हे, क्योंकि, यह ज्यादा food है लेकिन बुरा है क्योंकि dim sum छोटा portions होना चाहिए इसलिए आप ज्यादा और छोटे dishes try नहीं कर सकते हैं जिससे कि हर dish cheap हो। ",5,"['dim sum', 'food', 'portions', 'dishes', 'dish']","['negative', 'positive', 'negative', 'neutral', 'neutral']"
2860,"जबकि अधिकतर people New Yorks के bars में drinks पर $50 से अधिक spend करने को attest कर सकते हैं और शायद ही कुछ feel कर रहे हों, यहां drinks plentiful और unique हैं।",3,"['drinks', 'bars', 'drinks']","['negative', 'negative', 'positive']"
2861,"Complimentary stuff आते रहे, और जब waiter ने मुझे एक gift open करते हुए देखा, तो मैंने अपना एक dessert का plate जिसपर बहुत अच्छे touch के साथ एक candle, और, Happy Birthday लिखा हुआ, जो एक attentive staff ने लाया receive किया। ",4,"['stuff', 'waiter', 'dessert', 'staff']","['positive', 'positive', 'positive', 'positive']"
2862,"मेरे call करने के 20 minutes बाद food आया, cold और soggy था।",1,['food'],['negative']
2863,"यदि आप pre-theatre menu के लिए जाते हैं, हालांकि यह एक greater deal होगा।",1,['pre-theatre menu'],['positive']
2864,"सामने जो smile करेगा और पूछेगा, मैं आपके लिए क्या ला सकता हूँ, brother?  ",0,[],[]
2865,Brava La Pizza Fresca!,0,[],[]
2866,"यदि आप ऐसे हैं जो simplicity, elegance को अच्छे से present और seafood और vegetables को portion size की परवाह किए बिना taste करने के लिए appreciate करते हैं, तो Kai आपका place है।      यदि आप ऐसे हैं जो simplicity, elegance और आश्चर्यजनक रूप से present और taste के portion size की परवाह किए बिना seafood और vegetables को appreciate करते हैं, तो Kai आपका place है।",3,"['seafood', 'vegetables', 'portion size']","['positive', 'positive', 'negative']"
2867,"Quality, quantity, freshness और taste के लिए prices को beat नहीं किया जा सकता।",5,"['prices', 'Quality', 'quantity', 'freshness', 'taste']","['positive', 'positive', 'positive', 'positive', 'positive']"
2868,"Check कीजिये, यह आपके stomach या आपके wallet को hurt नहीं करेगा।",2,"['stomach', 'wallet']","['positive', 'positive']"
2869,"यदि तुरंत अंदर drop करते हैं, तुरंत से अपने को stuff कीजिये और निकल आइए। ",0,[],[]
2870,"Little Tonino's बस शानदार है, Kensington में हमारा पसंदीदा delivery place है, honestly सबसे अच्छा Gnocchi जो हमने अब तक खाया है।",1,['Gnocchi'],['positive']
2871,आश्चर्यजनक रूप से खराब SERVICE और EXORBITANT PRICES पर FOOD QUALITY है।,3,"['SERVICE', 'FOOD QUALITY', 'PRICES']","['negative', 'negative', 'negative']"
2872,मैं 4 times जा चुका हूँ और हमेशा great meal खाया है।,1,['meal'],['positive']
2873,मैं on average three times वापस line में वापस जाता हूं जब तक मैं और walk नहीं कर सकता।,1,['line'],['negative']
2874,हम आमतौर पर कुछ dinner specials प्राप्त करते हैं और वे reasonably priced और बहुत tasty होते हैं।,2,"['dinner specials', 'priced']","['positive', 'positive']"
2875,भयानक food और भयानक service.,2,"['food', 'service']","['negative', 'negative']"
2876,Wine और cheese plate भरपूर मात्रा में है और fondue या table grilling try करने के लिए wait नहीं कर सकता।,4,"['Wine', 'cheese', 'fondue', 'table grilling']","['positive', 'positive', 'positive', 'positive']"
2877,Bleecker St Pizza सबसे अच्छा है।,0,[],[]
2878,मैं HEARTLAND BREWERY को RECOMMEND नहीं करता हूँ,0,[],[]
2879,उन्होने हमें अच्छे से treat किया और food बहुत ही fresh और well prepared था।,1,['food'],['positive']
2880,उनके exotic salad असल में उनके स्वादिष्ट छोटे peanut sauce के साथ green salad है जोकि उनके पहले sweet basil fried tofu के लिए perfect है।,4,"['exotic salad', 'green salad', 'sweet basil fried tofu', 'peanut sauce']","['positive', 'positive', 'positive', 'positive']"
2881,बड़ा COMPLAINT है: कोई TOASTING AVAILABLE नहीं है।,1,['TOASTING'],['negative']
2882,"यहां तक ​​कि अगर food इतना good नहीं था, तो garden बाहर बैठने और relax करने के लिए एक great place है।",3,"['food', 'garden', 'place']","['positive', 'positive', 'positive']"
2883,"Volare virgins या weekly regulars, हर किसी को एक ही जैसा treat किया गया और आपको उससे ज्यादा पूछा भी नहीं जा सकता है जब service इतनी friendly हो।",1,['service'],['positive']
2884,"Food गलत आ गया, waiter कहीं से भी गलत नहीं दिखा और wine meal के अंत में दिखाइ दिया। ",4,"['Food', 'waiter', 'wine', 'meal']","['negative', 'negative', 'negative', 'neutral']"
2885,"Chicken और steak seasoned थे और अच्छे से cooked थे, और lamb sandwhich बढ़ते हुए appetites के लिए great थे।",3,"['Chicken', 'steak', 'lamb sandwhich']","['positive', 'positive', 'positive']"
2886,Fan बहुत अच्छा है।,0,[],[]
2887,"हमने उन्हें कम से कम एक frozen item को heating up करते हुए देखा, हालांकि मुझे यकीन नहीं है कि यह कौन सी dim sum dish थी।",1,['dim sum dish'],['negative']
2888,नहीं आप वापस जाने के लिए जा रहे हैं क्योंकि food अच्छा था।,1,['food'],['positive']
2889,Food great था और यहां तक कि service भी better थी।,2,"['Food', 'service']","['positive', 'positive']"
2890,"जबकि इसे मुश्किल से एक restaurant कहा जा सकता है, और यह Manhatten: एक plate rice के साथ heaped के 2-3 entrees के लिए $4 एक best deal हो सकता है।",2,"['rice', 'entrees']","['positive', 'positive']"
2891,"Traditional French decour सुहावना था, हालांकि hall थोड़ा noisy था - restaurant full था और conversation को maintain रखने में able होने के लिए हमें अपनी voices raise करनी पड़ी।",2,"['Traditional French decour', 'hall']","['positive', 'negative']"
2892,Fish fresh है और प्रत्येक piece perfection के साथ कटा हुआ है और sushi chef द्वारा इसे seasoned किया गया है (आमतौर पर little fresh wasabi और soy sauce के साथ लेकिन कभी-कभी sea salt के साथ भी)।,5,"['Fish', 'sushi chef', 'wasabi', 'soy sauce', 'sea salt']","['positive', 'positive', 'positive', 'positive', 'positive']"
2893,"Consequently, उनके burgers उनके hands में गिर गए और ऐसा mess कर दिया कि उन्हें finish करने का मन नहीं कर रहा था।",1,['burgers'],['negative']
2894,मेरा son और उसकी girlfriend दोनों cheeseburgers चाहते थे और वे huge थे।,1,['cheeseburgers'],['positive']
2895,मैं वाकई बहुत ही सदा Unda (Egg) rolls recommend करता हूँ।,1,['Unda (Egg) rolls'],['positive']
2896,मैं यहाँ 3am पर फिर वापस नहीं आऊँगा।,0,[],[]
2897,Unbelievable.,0,[],[]
2898,बहुत अच्छी wine choices है।,1,['wine choices'],['positive']
2899,"यह केवल Thai place था मैं भी NYC जाता हूँ, यह wonderful था, और कुछ night एक live relaxed Jazz के लिए था।",1,['Jazz'],['positive']
2900,We will be back.,0,[],[]
2901,हम बैठे और waitstaff द्वारा ignored किए गए।,1,['waitstaff'],['negative']
2902,"यदि आप एक बड़े group में हैं, तो यह place perfect है क्योंकि यह sharing recomend करते हैं - उनके अधिकतर tables पर lazy susans है - यहां तक कि family भी यहाँ comfortable feel करती है।",2,"['lazy susans', 'tables']","['positive', 'positive']"
2903,Tuna melt होने के 15 minutes बाद उन्होने दिखाया।,1,['Tuna'],['positive']
2904,"स्वादिष्ट steak, pork loin काम करता है।",2,"['steak', 'pork loin']","['positive', 'positive']"
2905,मैं 5 friends के साथ गया था और हम table पर थोड़ा lingered हो गए और rushed में बिलकुल नहीं थे जबकि थोड़ा wait था।,2,"['table', 'wait']","['neutral', 'negative']"
